Character;Sentence;Sentence_tokenized;Sentence_lemmatized;Sentence_cleared
Harry;Can you tell me?;['can', 'you', 'tell', 'me'];['can', 'you', 'tell', 'me'];['tell']
Diary;No. But I can show you.;['no', 'but', 'i', 'can', 'show', 'you'];['no', 'but', 'i', 'can', 'show', 'you'];['show']
Diary;Let me take you back fifty years ago.;['let', 'me', 'take', 'you', 'back', 'fifty', 'years', 'ago'];['let', 'me', 'take', 'you', 'back', 'fifty', 'year', 'ago'];['let', 'take', 'back', 'fifty', 'year', 'ago']
Diary;13th June..;['june'];['june'];['june']
Harry;Excuse me. ;['excuse', 'me'];['excuse', 'me'];['excuse']
Harry;Could you tell me what's going on here?;['could', 'you', 'tell', 'me', 'what', 'going', 'on', 'here'];['could', 'you', 'tell', 'me', 'what', 'going', 'on', 'here'];['could', 'tell', 'going']
Harry;Are you Tom Riddle?;['are', 'you', 'tom', 'riddle'];['are', 'you', 'tom', 'riddle'];['tom', 'riddle']
Harry;Hello, can you hear me?;['hello', 'can', 'you', 'hear', 'me'];['hello', 'can', 'you', 'hear', 'me'];['hello', 'hear']
Dumbledore;Riddle! Come.;['riddle', 'come'];['riddle', 'come'];['riddle']
Tom Riddle;Professor Dumbledore.;['professor', 'dumbledore'];['professor', 'dumbledore'];['professor', 'dumbledore']
Harry;Dumbledore?;['dumbledore'];['dumbledore'];['dumbledore']
Dumbledore;It is not wise to be wandering around this late hour, Tom.;['it', 'is', 'not', 'wise', 'to', 'be', 'wandering', 'around', 'this', 'late', 'hour', 'tom'];['it', 'is', 'not', 'wise', 'to', 'be', 'wandering', 'around', 'this', 'late', 'hour', 'tom'];['wise', 'wandering', 'around', 'late', 'hour', 'tom']
Tom Riddle;Yes, professor. I suppose I...;['yes', 'professor', 'i', 'suppose', 'i'];['yes', 'professor', 'i', 'suppose', 'i'];['professor', 'suppose']
Tom Riddle;I had to see for myself if the rumors were true.;['i', 'had', 'to', 'see', 'for', 'myself', 'if', 'the', 'rumors', 'were', 'true'];['i', 'had', 'to', 'see', 'for', 'myself', 'if', 'the', 'rumor', 'were', 'true'];['rumor', 'true']
Dumbledore;I'm afraid they are, Tom.;['i', 'afraid', 'they', 'are', 'tom'];['i', 'afraid', 'they', 'are', 'tom'];['afraid', 'tom']
Dumbledore;They are true.;['they', 'are', 'true'];['they', 'are', 'true'];['true']
Tom Riddle;About the school as well?;['about', 'the', 'school', 'as', 'well'];['about', 'the', 'school', 'a', 'well'];['school', 'well']
Tom Riddle;I don't have a home to go to.;['i', 'do', 'have', 'a', 'home', 'to', 'go', 'to'];['i', 'do', 'have', 'a', 'home', 'to', 'go', 'to'];['home']
Tom Riddle;They wouldn't really close Hogwarts, would they, professor?;['they', 'would', 'really', 'close', 'hogwarts', 'would', 'they', 'professor'];['they', 'would', 'really', 'close', 'hogwarts', 'would', 'they', 'professor'];['would', 'really', 'close', 'hogwarts', 'would', 'professor']
Dumbledore;I understand, Tom, but I'm afraid Headmaster Dippet may have no choice.;['i', 'understand', 'tom', 'but', 'i', 'afraid', 'headmaster', 'dippet', 'may', 'have', 'no', 'choice'];['i', 'understand', 'tom', 'but', 'i', 'afraid', 'headmaster', 'dippet', 'may', 'have', 'no', 'choice'];['understand', 'tom', 'afraid', 'headmaster', 'dippet', 'may', 'choice']
Tom Riddle;Sir, if it all stopped, if the person responsible was caught...;['sir', 'if', 'it', 'all', 'stopped', 'if', 'the', 'person', 'responsible', 'was', 'caught'];['sir', 'if', 'it', 'all', 'stopped', 'if', 'the', 'person', 'responsible', 'wa', 'caught'];['sir', 'stopped', 'person', 'responsible', 'caught']
Dumbledore;Is there something you wish to tell me?;['is', 'there', 'something', 'you', 'wish', 'to', 'tell', 'me'];['is', 'there', 'something', 'you', 'wish', 'to', 'tell', 'me'];['something', 'wish', 'tell']
Tom Riddle;No, sir. Nothing.;['no', 'sir', 'nothing'];['no', 'sir', 'nothing'];['sir', 'nothing']
Dumbledore;Very well, then. Off you go.;['very', 'well', 'then', 'off', 'you', 'go'];['very', 'well', 'then', 'off', 'you', 'go'];['well']
Tom Riddle;Good night, sir.;['good', 'night', 'sir'];['good', 'night', 'sir'];['good', 'night', 'sir']
Hagrid;Let's get you out of there.;['let', 'get', 'you', 'out', 'of', 'there'];['let', 'get', 'you', 'out', 'of', 'there'];['let']
Tom Riddle;Evening, Hagrid.;['evening', 'hagrid'];['evening', 'hagrid'];['evening', 'hagrid']
Tom Riddle;I'm going to have to turn you in Hagrid;['i', 'going', 'to', 'have', 'to', 'turn', 'you', 'in', 'hagrid'];['i', 'going', 'to', 'have', 'to', 'turn', 'you', 'in', 'hagrid'];['going', 'turn', 'hagrid']
Tom Riddle;I don't think you meant it to kill anyone...;['i', 'do', 'think', 'you', 'meant', 'it', 'to', 'kill', 'anyone'];['i', 'do', 'think', 'you', 'meant', 'it', 'to', 'kill', 'anyone'];['think', 'meant', 'kill', 'anyone']
Hagrid;You can't. You don't understand.;['you', 'ca', 'you', 'do', 'understand'];['you', 'ca', 'you', 'do', 'understand'];['ca', 'understand']
Tom Riddle;The dead girl's parents will be here tomorrow. ;['the', 'dead', 'girl', 'parents', 'will', 'be', 'here', 'tomorrow'];['the', 'dead', 'girl', 'parent', 'will', 'be', 'here', 'tomorrow'];['dead', 'girl', 'parent', 'tomorrow']
Tom Riddle;The least Hogwarts can do is make sure the thing that killed their daughter is slaughtered.;['the', 'least', 'hogwarts', 'can', 'do', 'is', 'make', 'sure', 'the', 'thing', 'that', 'killed', 'their', 'daughter', 'is', 'slaughtered'];['the', 'least', 'hogwarts', 'can', 'do', 'is', 'make', 'sure', 'the', 'thing', 'that', 'killed', 'their', 'daughter', 'is', 'slaughtered'];['least', 'hogwarts', 'make', 'sure', 'thing', 'killed', 'daughter', 'slaughtered']
Hagrid;It wasn't him.;['it', 'was', 'him'];['it', 'wa', 'him'];[]
Hagrid;Aragog never killed no one. Never.;['aragog', 'never', 'killed', 'no', 'one', 'never'];['aragog', 'never', 'killed', 'no', 'one', 'never'];['aragog', 'never', 'killed', 'one', 'never']
Tom Riddle;Monsters don't make good pets, Hagrid.;['monsters', 'do', 'make', 'good', 'pets', 'hagrid'];['monster', 'do', 'make', 'good', 'pet', 'hagrid'];['monster', 'make', 'good', 'pet', 'hagrid']
Tom Riddle;Now, stand aside.;['now', 'stand', 'aside'];['now', 'stand', 'aside'];['stand', 'aside']
Hagrid;No!;['no'];['no'];[]
Tom Riddle;Stand aside, Hagrid.;['stand', 'aside', 'hagrid'];['stand', 'aside', 'hagrid'];['stand', 'aside', 'hagrid']
Hagrid;No!;['no'];['no'];[]
Tom Riddle;Cistem Aperio!;['cistem', 'aperio'];['cistem', 'aperio'];['cistem', 'aperio']
Tom Riddle;Arania Exumai!;['arania', 'exumai'];['arania', 'exumai'];['arania', 'exumai']
Hagrid;Aragog! Aragog!;['aragog', 'aragog'];['aragog', 'aragog'];['aragog', 'aragog']
Tom Riddle;I can't let you go.;['i', 'ca', 'let', 'you', 'go'];['i', 'ca', 'let', 'you', 'go'];['ca', 'let']
Tom Riddle;They'll have your wand for this, Hagrid.;['they', 'have', 'your', 'wand', 'for', 'this', 'hagrid'];['they', 'have', 'your', 'wand', 'for', 'this', 'hagrid'];['wand', 'hagrid']
Tom Riddle;You'll be expelled.;['you', 'be', 'expelled'];['you', 'be', 'expelled'];['expelled']
Harry;Hagrid!;['hagrid'];['hagrid'];['hagrid']
Harry;HAAGRIIID!;['haagriiid'];['haagriiid'];['haagriiid']
Harry;Wow!;['wow'];['wow'];['wow']
Harry;It was Hagrid. ;['it', 'was', 'hagrid'];['it', 'wa', 'hagrid'];['hagrid']
Harry;Hagrid opened the Chamber of Secrets 50 years ago.;['hagrid', 'opened', 'the', 'chamber', 'of', 'secrets', 'years', 'ago'];['hagrid', 'opened', 'the', 'chamber', 'of', 'secret', 'year', 'ago'];['hagrid', 'opened', 'chamber', 'secret', 'year', 'ago']
Hermione;It can't be Hagrid.;['it', 'ca', 'be', 'hagrid'];['it', 'ca', 'be', 'hagrid'];['ca', 'hagrid']
Hermione;It just can't be.;['it', 'just', 'ca', 'be'];['it', 'just', 'ca', 'be'];['ca']
Ron;We don't even know this Tom Riddle.;['we', 'do', 'even', 'know', 'this', 'tom', 'riddle'];['we', 'do', 'even', 'know', 'this', 'tom', 'riddle'];['even', 'tom', 'riddle']
Ron;He sounds like a dirty, rotten snitch.;['he', 'sounds', 'like', 'a', 'dirty', 'rotten', 'snitch'];['he', 'sound', 'like', 'a', 'dirty', 'rotten', 'snitch'];['sound', 'like', 'dirty', 'rotten', 'snitch']
Harry;The monster had killed somebody, Ron.;['the', 'monster', 'had', 'killed', 'somebody', 'ron'];['the', 'monster', 'had', 'killed', 'somebody', 'ron'];['monster', 'killed', 'somebody', 'ron']
Harry;What would any of us have done?;['what', 'would', 'any', 'of', 'us', 'have', 'done'];['what', 'would', 'any', 'of', 'u', 'have', 'done'];['would', 'u', 'done']
Hermione;Look, Hagrid's our friend. ;['look', 'hagrid', 'our', 'friend'];['look', 'hagrid', 'our', 'friend'];['look', 'hagrid', 'friend']
Hermione;Why don't we just go and ask him about it?;['why', 'do', 'we', 'just', 'go', 'and', 'ask', 'him', 'about', 'it'];['why', 'do', 'we', 'just', 'go', 'and', 'ask', 'him', 'about', 'it'];['ask']
Ron;That would be a cheerful visit.;['that', 'would', 'be', 'a', 'cheerful', 'visit'];['that', 'would', 'be', 'a', 'cheerful', 'visit'];['would', 'cheerful', 'visit']
Ron;Hello, Hagrid. Tell us, have you been setting anything mad and hairy loose in the castle lately?;['hello', 'hagrid', 'tell', 'us', 'have', 'you', 'been', 'setting', 'anything', 'mad', 'and', 'hairy', 'loose', 'in', 'the', 'castle', 'lately'];['hello', 'hagrid', 'tell', 'u', 'have', 'you', 'been', 'setting', 'anything', 'mad', 'and', 'hairy', 'loose', 'in', 'the', 'castle', 'lately'];['hello', 'hagrid', 'tell', 'u', 'setting', 'anything', 'mad', 'hairy', 'loose', 'castle', 'lately']
Hagrid;Mad and hairy? You wouldn't be talking about me, now, would you?;['mad', 'and', 'hairy', 'you', 'would', 'be', 'talking', 'about', 'me', 'now', 'would', 'you'];['mad', 'and', 'hairy', 'you', 'would', 'be', 'talking', 'about', 'me', 'now', 'would', 'you'];['mad', 'hairy', 'would', 'talking', 'would']
Harry-ron-hermione;No.;['no'];['no'];[]
Harry;What's that you've got, Hagrid?;['what', 'that', 'you', 'got', 'hagrid'];['what', 'that', 'you', 'got', 'hagrid'];['hagrid']
Hagrid;It's Flesh-Eating Slug Repellent.;['it', 'slug', 'repellent'];['it', 'slug', 'repellent'];['slug', 'repellent']
Hagrid;For the Mandrakes, you know.;['for', 'the', 'mandrakes', 'you', 'know'];['for', 'the', 'mandrake', 'you', 'know'];['mandrake']
Hagrid;Now, according to Professor Sprout, they've still got a bit of growing to do.;['now', 'according', 'to', 'professor', 'sprout', 'they', 'still', 'got', 'a', 'bit', 'of', 'growing', 'to', 'do'];['now', 'according', 'to', 'professor', 'sprout', 'they', 'still', 'got', 'a', 'bit', 'of', 'growing', 'to', 'do'];['according', 'professor', 'sprout', 'still', 'bit', 'growing']
Hagrid;But once their acne's cleared up, we'll chop them up and stew them. and then we'll get those people down at the hospital un-Petrified.;['but', 'once', 'their', 'acne', 'cleared', 'up', 'we', 'chop', 'them', 'up', 'and', 'stew', 'them', 'and', 'then', 'we', 'get', 'those', 'people', 'down', 'at', 'the', 'hospital'];['but', 'once', 'their', 'acne', 'cleared', 'up', 'we', 'chop', 'them', 'up', 'and', 'stew', 'them', 'and', 'then', 'we', 'get', 'those', 'people', 'down', 'at', 'the', 'hospital'];['acne', 'cleared', 'chop', 'stew', 'people', 'hospital']
Hagrid;In the meantime, though, you three had best be looking after yourselves.;['in', 'the', 'meantime', 'though', 'you', 'three', 'had', 'best', 'be', 'looking', 'after', 'yourselves'];['in', 'the', 'meantime', 'though', 'you', 'three', 'had', 'best', 'be', 'looking', 'after', 'yourselves'];['meantime', 'though', 'three', 'best', 'looking']
Hagrid;All right?;['all', 'right'];['all', 'right'];['right']
Hagrid;Hello, Neville.;['hello', 'neville'];['hello', 'neville'];['hello', 'neville']
Neville;Harry, I don't know who did it, but you'd better come.;['harry', 'i', 'do', 'know', 'who', 'did', 'it', 'but', 'you', 'better', 'come'];['harry', 'i', 'do', 'know', 'who', 'did', 'it', 'but', 'you', 'better', 'come'];['harry', 'better']
Neville;Come on!;['come', 'on'];['come', 'on'];[]
Hermione;It had to be a Gryffindor.;['it', 'had', 'to', 'be', 'a', 'gryffindor'];['it', 'had', 'to', 'be', 'a', 'gryffindor'];['gryffindor']
Hermione;Nobody else knows our password.;['nobody', 'else', 'knows', 'our', 'password'];['nobody', 'else', 'know', 'our', 'password'];['nobody', 'else', 'password']
Hermione;Unless it wasn't a student.;['unless', 'it', 'was', 'a', 'student'];['unless', 'it', 'wa', 'a', 'student'];['unless', 'student']
Ron;Whoever it was, they must have been looking for something.;['whoever', 'it', 'was', 'they', 'must', 'have', 'been', 'looking', 'for', 'something'];['whoever', 'it', 'wa', 'they', 'must', 'have', 'been', 'looking', 'for', 'something'];['whoever', 'must', 'looking', 'something']
Harry;And they found it.;['and', 'they', 'found', 'it'];['and', 'they', 'found', 'it'];['found']
Harry;Tom Riddle's diary is gone.;['tom', 'riddle', 'diary', 'is', 'gone'];['tom', 'riddle', 'diary', 'is', 'gone'];['tom', 'riddle', 'diary', 'gone']
Wood;All right, listen up.;['all', 'right', 'listen', 'up'];['all', 'right', 'listen', 'up'];['right', 'listen']
Wood;We play our game, Hufflepuff doesn't stand a chance.;['we', 'play', 'our', 'game', 'hufflepuff', 'does', 'stand', 'a', 'chance'];['we', 'play', 'our', 'game', 'hufflepuff', 'doe', 'stand', 'a', 'chance'];['play', 'game', 'hufflepuff', 'doe', 'stand', 'chance']
Wood;We're stronger, quicker and smarter.;['we', 'stronger', 'quicker', 'and', 'smarter'];['we', 'stronger', 'quicker', 'and', 'smarter'];['stronger', 'quicker', 'smarter']
Fred;Not to mention they're dead scared that Harry will Petrify them if they fly anywhere near him.;['not', 'to', 'mention', 'they', 'dead', 'scared', 'that', 'harry', 'will', 'petrify', 'them', 'if', 'they', 'fly', 'anywhere', 'near', 'him'];['not', 'to', 'mention', 'they', 'dead', 'scared', 'that', 'harry', 'will', 'petrify', 'them', 'if', 'they', 'fly', 'anywhere', 'near', 'him'];['mention', 'dead', 'scared', 'harry', 'petrify', 'fly', 'anywhere', 'near']
Wood;Well, that too.;['well', 'that', 'too'];['well', 'that', 'too'];['well']
Wood;Professor McGonagall.;['professor', 'mcgonagall'];['professor', 'mcgonagall'];['professor', 'mcgonagall']
Mcgonagall;This match has been canceled.;['this', 'match', 'has', 'been', 'canceled'];['this', 'match', 'ha', 'been', 'canceled'];['match', 'canceled']
Wood;We can't cancel Quidditch.;['we', 'ca', 'cancel', 'quidditch'];['we', 'ca', 'cancel', 'quidditch'];['ca', 'cancel', 'quidditch']
Mcgonagall;Silence, Wood. You and your teammates will go to Gryffindor Tower. Now.;['silence', 'wood', 'you', 'and', 'your', 'teammates', 'will', 'go', 'to', 'gryffindor', 'tower', 'now'];['silence', 'wood', 'you', 'and', 'your', 'teammate', 'will', 'go', 'to', 'gryffindor', 'tower', 'now'];['silence', 'wood', 'teammate', 'gryffindor', 'tower']
Mcgonagall;Potter, you and I will find Mr. Weasley.;['potter', 'you', 'and', 'i', 'will', 'find', 'weasley'];['potter', 'you', 'and', 'i', 'will', 'find', 'weasley'];['potter', 'find', 'weasley']
Mcgonagall;There's something the both of you have to see.;['there', 'something', 'the', 'both', 'of', 'you', 'have', 'to', 'see'];['there', 'something', 'the', 'both', 'of', 'you', 'have', 'to', 'see'];['something']
Mcgonagall;I warn you.;['i', 'warn', 'you'];['i', 'warn', 'you'];['warn']
Mcgonagall;This could be a wee bit of a shock.;['this', 'could', 'be', 'a', 'wee', 'bit', 'of', 'a', 'shock'];['this', 'could', 'be', 'a', 'wee', 'bit', 'of', 'a', 'shock'];['could', 'wee', 'bit', 'shock']
Ron;Hermione!;['hermione'];['hermione'];['hermione']
Mcgonagall;She was found near the library along with this.;['she', 'was', 'found', 'near', 'the', 'library', 'along', 'with', 'this'];['she', 'wa', 'found', 'near', 'the', 'library', 'along', 'with', 'this'];['found', 'near', 'library', 'along']
Mcgonagall;Does it mean anything to either of you?;['does', 'it', 'mean', 'anything', 'to', 'either', 'of', 'you'];['doe', 'it', 'mean', 'anything', 'to', 'either', 'of', 'you'];['doe', 'mean', 'anything', 'either']
Harry;No.;['no'];['no'];[]
Mcgonagall;Could I have your attention, please?;['could', 'i', 'have', 'your', 'attention', 'please'];['could', 'i', 'have', 'your', 'attention', 'please'];['could', 'attention', 'please']
Mcgonagall;Because of recent events, these new rules will be put into effect immediately:;['because', 'of', 'recent', 'events', 'these', 'new', 'rules', 'will', 'be', 'put', 'into', 'effect', 'immediately'];['because', 'of', 'recent', 'event', 'these', 'new', 'rule', 'will', 'be', 'put', 'into', 'effect', 'immediately'];['recent', 'event', 'new', 'rule', 'put', 'effect', 'immediately']
Mcgonagall;All students will return to their house common rooms by 6:00 every evening.;['all', 'students', 'will', 'return', 'to', 'their', 'house', 'common', 'rooms', 'by', 'every', 'evening'];['all', 'student', 'will', 'return', 'to', 'their', 'house', 'common', 'room', 'by', 'every', 'evening'];['student', 'return', 'house', 'common', 'room', 'every', 'evening']
Mcgonagall;All students will be escorted to each lesson by a teacher.;['all', 'students', 'will', 'be', 'escorted', 'to', 'each', 'lesson', 'by', 'a', 'teacher'];['all', 'student', 'will', 'be', 'escorted', 'to', 'each', 'lesson', 'by', 'a', 'teacher'];['student', 'escorted', 'lesson', 'teacher']
Mcgonagall;No exceptions.;['no', 'exceptions'];['no', 'exception'];['exception']
Mcgonagall;I should tell you this:;['i', 'should', 'tell', 'you', 'this'];['i', 'should', 'tell', 'you', 'this'];['tell']
Mcgonagall;Unless the culprit behind these attacks is caught it is likely the school will be closed.;['unless', 'the', 'culprit', 'behind', 'these', 'attacks', 'is', 'caught', 'it', 'is', 'likely', 'the', 'school', 'will', 'be', 'closed'];['unless', 'the', 'culprit', 'behind', 'these', 'attack', 'is', 'caught', 'it', 'is', 'likely', 'the', 'school', 'will', 'be', 'closed'];['unless', 'culprit', 'behind', 'attack', 'caught', 'likely', 'school', 'closed']
Harry;We've got to talk to Hagrid, Ron.;['we', 'got', 'to', 'talk', 'to', 'hagrid', 'ron'];['we', 'got', 'to', 'talk', 'to', 'hagrid', 'ron'];['talk', 'hagrid', 'ron']
Harry;I can't believe it's him but if he did set the monster loose last time he'll know how to get inside the Chamber of Secrets. That's a start.;['i', 'ca', 'believe', 'it', 'him', 'but', 'if', 'he', 'did', 'set', 'the', 'monster', 'loose', 'last', 'time', 'he', 'know', 'how', 'to', 'get', 'inside', 'the', 'chamber', 'of', 'secrets', 'that', 'a', 'start'];['i', 'ca', 'believe', 'it', 'him', 'but', 'if', 'he', 'did', 'set', 'the', 'monster', 'loose', 'last', 'time', 'he', 'know', 'how', 'to', 'get', 'inside', 'the', 'chamber', 'of', 'secret', 'that', 'a', 'start'];['ca', 'believe', 'set', 'monster', 'loose', 'last', 'time', 'inside', 'chamber', 'secret', 'start']
